040200000009180002000000805601009000000010080200070090160000300000307060000500009,846235917759184632312796845671859423593412786284673591167928354925347168438561279,81999078,80,42,57,65,31,54,42,-1,45,64
500014790010000000000350000003000007400090080002000000000200006930000510000580030,526814793314972658789356124653128947471693285892745361145239876938467512267581439,51999554,80,-1,61,61,39,69,59,-1,50,61
000005010003800040780000002020348000000900000500000070000010003000000020000260908,249635817163872549785491632627348195314957286598126374852719463936584721471263958,42998704,80,57,63,28,52,56,62,-1,57,49
610800900047030000000050000450060810000000000000000030002600340900180007000009020,613827954547936281298451673459763812376218495821594736182675349934182567765349128,-1845,80,-1,59,-1,45,35,35,-1,63,35
000000000100960002600001400000800000000000580700090040005700860001020700090013000,529437618184965372673281495316854927942176583758392146235749861461528739897613254,33998215,80,48,66,71,48,76,59,-1,71,62
000006240800005901060007000000059004100300690000604520000000000403000000950000030,539186247874235961261497385326859174145372698798614523687523419413968752952741836,57000000,80,52,68,62,37,59,60,32,61,63
540006030007003600000500400000004270030120005800060000080000000000008703900000042,549276138217843659368519427195384276634127985872965314783492561421658793956731842,95998569,80,-1,67,59,48,74,64,-1,62,42
900600010020047000000080037010070000370400000200105040005300006000000100700000050,987623415123547869456981237514278693378496521269135748845312976632759184791864352,55999539,80,53,58,66,-1,73,63,-1,67,58
000000500001200009873000200090820040020069001600400090508090006000000000030740000,269184537451237869873956214197823645324569781685471392518392476742618953936745128,63999013,80,38,62,39,43,75,47,-1,70,37
400000100350007008000840020800090070000000000500600900038100000000006300910050046,482569137356217498791843625863491572129735864574682913638124759245976381917358246,52000000,80,39,60,55,32,72,71,-1,65,60
507090000000700005030050400700120000026070150003008002300000070604000008000004000,547396281268741935931852467759123846826479153413568792382915674694237518175684329,49999523,80,-1,57,35,51,65,60,-1,60,48
000001900700000036100300000908000004002007065000000000007004000003200690020503040,236741958754829136189356472978635214412987365365412789897164523543278691621593847,140000000,80,-1,66,57,54,75,44,27,49,66
084020000000065001000008000210000000408630070700009000809010002060080040001300600,184923756973465821652178394215847963498631275736259418849716532367582149521394687,60999013,80,-1,70,66,57,54,64,-1,52,62
000240008500090100300080004040005600069100800000000000020010000003006000800020906,671243598584697123392581764248975631769132845135468279426819357913756482857324916,56000000,80,43,55,33,45,74,53,-1,61,54
057009000002100040001005000000200700000004609625080000070001000000000890000040036,857439261962178543431625978149263785783514629625987314376891452214356897598742136,45999078,80,-1,70,53,49,58,66,27,61,60
080009061000010200001005070278503000014600000060087000000800009020000080000070030,582739461637418295491265873278543916314692758965187324753826149129354687846971532,56999506,80,45,57,47,46,72,71,-1,64,45
900000600374005002000048005000050100080000060000000854109024000000003000000090200,958372641374615982612948375496857123285431769731269854169724538527183496843596217,48999078,80,41,58,52,41,46,45,-1,60,61
000000040621000900300000800007100204250037000000058070070020000000501000009000600,798613542621845937345792861837169254256437189914258376573926418462581793189374625,70998617,80,-1,69,34,41,63,74,-1,66,55
002009010100005000040036050020050061000010090070400005300094700007300000009000000,652749813193825674748136952824957361536218497971463285315694728267381549489572136,72999046,80,-1,60,45,45,73,53,33,39,59
003500070060020000145000000000000700030006002009002045000050093020004060000700400,293548176867129354145637289612495738534876912789312645476251893321984567958763421,50999078,80,47,67,69,63,76,64,-1,50,44
090002000008300090300090650020005300600000000500003071086000000000400703000001004,195672438268354197374198652827915346613847529549263871486739215951426783732581964,65999078,80,-1,72,57,43,71,66,-1,67,66
000040000170000009428010070010006500203005000700001003300000007000000080000023106,935647218176852439428319675819736524263485791754291863342168957691574382587923146,62999523,80,-1,65,-1,40,32,34,-1,34,65
000400530580009004000000078000008000120007006054002000006200090090701420000000100,971486532582379614643125978769538241128947356354612789416253897895761423237894165,-1974,80,-1,35,57,60,-1,47,-1,45,48
000070500040000002000069001000090805032005600900003000080000043060000010400010000,316472589749158362825369471674291835132785694958643127581926743267534918493817256,57000000,80,41,53,38,48,73,41,-1,42,60
000380090000004000803590000900007650400000907700810000005900000170060002000008100,617382495592174863843596271931247658428635917756819324385921746179463582264758139,47999013,80,-1,-1,46,44,69,59,27,68,55
000000000007028045003109000090700500040300000000000060000000820000080014130007000,682435971917628345453179286891764532746352198325891467574916823269583714138247659,50999136,80,-1,64,66,50,69,35,32,59,57
006050000900046000005780900020005007700000080000009000800300704003000002050000006,216953478978146235435782961329815647761234589584679123892361754643597812157428396,49999554,80,35,65,67,53,70,53,-1,54,58
054030200708490000000020000000060000300000090270004001009000130000000500000087000,654138279728495613193726845941863752385271496276954381869542137437619528512387964,55998704,80,-1,60,27,34,74,72,-1,50,55
000000010003100507710000800040009000060003790000008400300000000500001020900450003,658794312493182567712365849847519236165243798239678451384926175576831924921457683,64000000,80,30,65,49,44,37,38,26,49,40
000000070500401300073500020905000000004008051000000009000100000090002080020060007,649823175582471396173596428915247863264938751837615249756184932391752684428369517,-892,80,31,66,63,47,73,39,43,63,65
100000009080020000004305000400500130003100004009840006800000265760000000000009000,137468529586927341924315678478596132653172984219843756891734265765281493342659817,55999523,80,48,71,48,54,71,68,33,66,63
000000000800300062791000850400600500012000000000890000070100040009000020000765010,326958174845371962791246853438612597912537486657894231573129648169483725284765319,-2385,80,-1,69,63,44,-1,-1,36,-1,61
000240000603000000907000050000010038800006020200003609050000860062000004700000003,185249376643175982927638451596412738834796125271853649459321867362987514718564293,82999523,80,46,68,-1,42,75,68,30,72,57
007000901568000000000000520000600000600300005040000007080000010410070003059028000,237854961568291374194763528875649132621387495943512687786435219412976853359128746,43998155,80,-1,68,59,60,63,69,-1,25,60
040080600080000209005000080900047000600009502010000040090400030200030000000006000,149283657386574219725961384952347168634819572817652943591428736268735491473196825,48999554,80,36,70,70,52,75,70,38,61,52
000050020070000000610400003000260140803001050000000000000907000009105207004000000,438659721975312486612478593597263148843791652261584379156927834389145267724836915,83997323,80,-1,63,60,51,73,51,-1,47,57
045000079600009012009006000000860000470930080080500020800000500021300000004000000,245183679638759412719426358592861743476932185183547926867294531921375864354618297,-1974,80,-1,70,68,49,73,56,-1,68,67
000700900009043007000020100710650200950007000020000400001070004000005000000480601,532761948169843527847529163718654239954237816623198475281976354496315782375482691,77000000,80,52,59,57,33,67,51,-1,52,58
209001000000000030080000005600000054000008000041035000106800000507020300030000006,269351478715984632384267915673192854952748163841635297126873549597426381438519726,48998215,80,67,64,54,54,75,67,46,67,67
000000600900003205030200000000000008374000020005702000002160900590000800008030000,257841639981673245436295187129354768374986521865712394742168953593427816618539472,45998617,80,47,71,-1,47,73,71,-1,48,67
000009100701000000200043000380600400049000020000001050870902060000000700000800005,456789132731265984298143576385627419149538627627491853874952361562314798913876245,-1845,80,-1,65,52,43,58,60,-1,63,58
012080000000000090900000087400500000087000403000000051790040000050708010000063000,312987546874356192965421387431572869587619423629834751796145238253798614148263975,54000000,80,-1,63,59,58,75,43,-1,65,60
509003000800600700070002004040320006080000030007040000200580001005000900000000000,529473168834691725176852394941328576682715439357946812293587641715264983468139257,55999554,80,55,61,33,52,62,54,-1,53,51
905000060060001080000000300090730205600450000000000900280090530000000000000870100,975283461362541789814967352198736245627459813453128976281694537749315628536872194,44999078,80,-1,73,57,47,74,72,-1,69,61
000420000960000804001000005070003009000070050000000003204809000000006008000250030,783425916965731824421698375672583149318974652549162783234819567157346298896257431,56000000,80,58,69,48,63,73,65,-1,40,61
130807000040300000070009060002000000000031694000000300900000040000060520400500008,136827459249356817578419263392648175857231694614795382925183746783964521461572938,87998155,80,-1,65,51,51,70,69,-1,62,59
008540003090002060060030000002019008300000710000000002500000170906700005000000080,718546923493182567265937841672419358359268714841375692524893176986721435137654289,91000000,80,43,63,-1,57,45,50,-1,64,56
090300006006001030100000590064000000000000200200483000007006005000090070940105000,598327416476951832132648597764512389381769254259483761817236945625894173943175628,53000000,80,50,67,60,60,68,70,-1,69,64
600050800007020010000000900010700500006008120903060000001000300000800000420003007,694351872587629413132487965218794536746538129953162748861275394379846251425913687,52999539,80,32,62,59,53,50,41,-1,53,46
000030006730500200604000009000087000500060918200000000800002400320000000000090600,182439756739516284654728139963187542547263918218945367896352471321674895475891623,55000000,80,52,59,-1,48,75,70,-1,58,56
900028000000000000500000841005000000739000500040090602008500070402000005000300000,913428756684157923527639841265813497739246518841795632398562174472981365156374289,55998662,80,-1,62,69,56,42,42,-1,67,61
010080007003100000200000050006000020008752060300001700500209006000030000080006004,615984237873125649294673158756398421148752963329461785537249816461837592982516374,55999046,80,40,40,57,52,70,60,-1,59,54
500001084000009005300000600004000900008320000050700002000500000070000408003040090,529671384416839275387452619234186957798325146651794832942518763175963428863247591,50999554,80,52,71,55,54,68,71,-1,57,40
300009610000001945700000080000400000009000500812030000400600053000000000108007000,354829617286371945791564382573416829649782531812935764427698153965143278138257496,-4150,80,-1,51,28,-1,65,74,-1,68,67
000080000809100030070040060000000070061570042000000600400700501037000080500002000,643287159829156734175349268384621975961573842752894613496738521237915486518462397,60000000,80,49,65,-1,53,68,70,-1,66,58
670030000000000690000005004007000003000040070030090016100004000960857000000309008,674931582351428697829675134417586923296143875538792416183264759962857341745319268,56000000,80,47,66,61,38,71,59,32,53,65
050008004000006000006400100000504001009000502000270060200180009005000400900700000,357918624412356897896427135628534971739861542541279368264183759175692483983745216,49999539,80,43,65,48,43,55,43,-1,60,56
300000700006380100790000000040000070000000420901200030000004000005001004000032008,318469752526387149794125683842513976653798421971246835139854267285671394467932518,58000000,80,44,56,61,44,42,47,-1,45,52
704010000000204008510000000009000680040000000105069000000008560003700020001050809,784915236936274158512683794379421685648537912125869347297148563853796421461352879,99000000,80,-1,67,49,30,40,72,35,57,51
001890006500004800000000015000000000000917400080036000020000068097040000060070090,271895346536124879948763215419582637653917482782436951124359768897641523365278194,46997615,80,52,66,61,60,75,63,-1,64,63
500700002690040030000000001080060090940000000005003000000070000000092560051000200,518739642692541837374628951183264795946857123725913486269475318837192564451386279,57000000,80,65,63,66,43,39,66,-1,33,66
000709030000600000400500097008100902000000000000025060070006004810000070000010650,182749536597632481463581297658173942239468715741925863375896124816254379924317658,54000000,80,35,58,42,40,43,62,-1,62,55
006370000070000000003851000905002600200700500030000000000906080800000004060000093,196374852578629341423851976915482637284763519637195428342916785859237164761548293,52999539,80,48,73,61,50,73,68,-1,60,71
000000000050706100000120860800500072002070900000060038030000000006052009000980003,671498325258736194394125867863519472542873916719264538935647281186352749427981653,-2468,80,-1,48,44,33,64,68,-1,54,60
020093068003007002100060000000800900000006187002000000908000403006000050050008000,425193768693487512187562349361874925549236187872951634918625473236749851754318296,51997615,80,-1,71,60,60,62,66,-1,62,58
070003600400700000300015000004000006009026005000000030080000709061002403700100000,578243691412769358396815247154387926839426175627951834285634719961572483743198562,60999046,80,53,66,61,64,70,59,-1,41,63
007020000005300060040000201103400700000008000004600000000002005800030020070980000,697821534215347968348596271123459786756218349984673152431762895869135427572984613,55000000,80,54,63,69,40,56,56,-1,54,40
000803400031020000802079030000400007000908360006050000008000000070000100004000590,795863421631524789842179635129436857457918362386257914918345276573692148264781593,93999046,80,-1,39,41,43,70,63,-1,62,59
000080320000000009800002471003000985002000010500600000007103000080460000030050100,479581326321746859856392471613274985792835614548619732967123548185467293234958167,42999506,80,42,69,63,60,70,65,-1,64,-1
007020000040730280900400000400000000070500000030600049000000000001008005006300407,867125934145739286923486571419873652672594813538612749354967128791248365286351497,54000000,80,-1,56,49,57,74,-1,40,53,57
001508000800600900003009050090400001200006000400003000000170490000080003000000020,971528634854631972623749158396457281217896345485213769538172496762984513149365827,52000000,80,28,69,65,66,72,52,35,67,62
080010005900075100000600809000000200412000000007960000001007008800024000209100000,784219365963875142125643879698451237412738596357962481541397628876524913239186754,68997039,80,-1,62,71,60,68,66,-1,59,27
004000079000030004052006000000001030085000000000062001900000000007290000600700100,364128579891537264752946813276451938185379642439862751948615327517293486623784195,106999568,80,-1,70,60,34,75,74,-1,66,60
047000008010430007000500200600305000000980405008000010703006000060100804000000000,247691538815432697396578241674315982132987465958264713723846159569123874481759326,49000000,80,43,68,57,59,46,51,40,55,52
005630000030007200008002030100040905000720040097000000000070050000008100600005008,215634789934587216768912534123846975586729341497153862849271653352468197671395428,95000000,80,47,69,64,47,76,39,-1,71,68
006000003000750200000000050900002307240001000000060010008004000000300409030008500,526849173813756294794123658961582347247931865385467912158294736672315489439678521,-1338,80,54,68,43,54,75,71,-1,63,55
060800050050039004000040906507010080002000007090003500000001603020000000000000000,469872351251639874873145926537216489682954137194783562748521693326498715915367248,80000000,80,27,60,-1,-1,60,65,-1,69,63
300000106100090000004570903000000500030000000021930700000040007008060000079200000,397482156152396478684571923946817532735624819821935764563148297218769345479253681,60000000,80,28,57,57,45,32,50,-1,59,57
000206000000400000960087045003170090000000002047000600100000050050000300800600200,418256973375419826962387145683172594591864732247593681126738459754921368839645217,68999078,80,-1,67,58,47,64,68,-1,65,61
800005904091007000000300000200070000648001000030000002000006000500080120000020803,827615934391847256456392781215973648648251397739468512982136475563784129174529863,73000000,80,32,71,-1,47,76,72,-1,61,48
170050000000020000600004093000002000006030100380090000065900081000000500900400000,173859426849326715652714893517642938296538174384197652465973281738261549921485367,47999108,80,-1,50,60,41,76,71,-1,60,-1
500900000000708056008010900000063000010070060320000510700000000001030490080400000,537926184192748356468315972875163249914572863326894517749281635251637498683459721,69999523,80,-1,69,67,54,75,60,-1,63,58
004100603010030000000007910000906730460000000000500080020000004008000500039000002,874129653916835247352467918281946735465378129793512486527681394648293571139754862,48999539,80,54,40,30,56,76,54,-1,59,63
100000090080005410000042000006009500000067030003001040071000006000003000050070008,145386792682795413937142865726439581514867239893251647471928356268513974359674128,105999078,80,46,59,54,46,49,42,-1,54,62
008007000017300000460900000000000950000000080009500103900000510081700000003050024,398417265217365498465982371736841952154293786829576143942638517581724639673159824,52999046,80,-1,25,60,58,63,60,-1,68,58
025000348047001500600000000000000427000000000000016005800005060000300200000408001,125697348347281596689534172916853427538742619472916835894125763751369284263478951,71998617,80,59,72,67,44,74,72,-1,65,62
003000050000024000905000407020000000600058002300007900806040590090000030000030804,243971658768524319915863427521496783679358142384217965836742591497185236152639874,63999013,80,-1,72,58,54,72,68,-1,-1,69
031400060000070000980000200009000070000000500000300001060005002003028005007006480,731452968642879153985613247829561374314287596576394821168945732493728615257136489,51999078,80,44,69,62,47,74,71,34,65,62
090301005060009007000050000000007400410000000000008030040270000000090706080005002,794361825265489317831752694352917468418623579976548231549276183123894756687135942,53999554,80,60,62,53,56,75,64,-1,67,64
000006003007000008001590060230604800800000207000200000000053010000700006040009000,925486173467321598381597462239674851816935247574218639692853714153742986748169325,61999539,80,39,69,-1,42,73,54,-1,62,56
030000000000024060405000900050000000010600000200017080079800100000006050600040200,136978425798524361425361978957283614814659732263417589579832146342196857681745293,49999554,80,-1,66,63,63,73,57,-1,50,47
000000800800200040000907000084003005075009400009700300060050000903000000050006081,731564892896231547542987163284613975375829416619745328168452739923178654457396281,60999046,80,50,64,61,43,75,60,28,67,61
080200003000936000402000000200001000008400010050000820006005190000000408010000500,689214753571936284432758961267581349398427615154693827846375192725169438913842576,71000000,80,-1,69,52,56,73,61,26,60,62
200000300900020080080500000003900100000000400170000020400805000800600070007000200,245768391936421785781593642623984157598217436174356829462875913819632574357149268,59999136,80,-1,66,44,48,75,74,-1,48,59
002000500040000009000905000060040000000000800013000290400010050000560007720009040,692471583548326719371985462967248135254193876813657294436712958189564327725839641,51998662,80,57,67,63,63,75,57,-1,72,49
000060040500001002000009600008300029406000001000000000002008004004100005850007000,983265147567481392241739658718356429496872531325914876132598764674123985859647213,57000000,80,30,62,52,47,50,53,-1,59,66
000023017000090208000000500006570000907034000000006042419000060000000004500000000,895623417764195238231748596146572983927834651358916742419287365682359174573461829,-1383,80,-1,65,37,27,52,33,-1,39,61
530004007000159006009700040600001000400000009000048000000070160050000082002000005,531864297274159836869732541627391458483527619915648723398275164756413982142986375,59000000,80,48,67,64,52,74,60,27,48,51
